order_id,customer_id,order_date,status
221,3028,2023-07-18,cancelled
222,1374,2023-06-07,completed
223,4142,2023-04-13,cancelled
224,3368,2023-03-21,completed
225,1275,2023-01-07,cancelled
226,3266,2023-01-31,completed
227,1949,2023-08-19,cancelled
228,892,2023-03-12,completed
229,4937,2023-01-11,returned
230,723,2023-08-01,completed
231,1268,2023-12-27,cancelled
232,806,2023-07-18,completed
233,218,2023-09-09,cancelled
234,58,2023-12-22,cancelled
235,3179,2023-10-05,completed
236,971,2023-01-19,cancelled
237,4802,2023-02-21,completed
238,3941,2023-10-30,completed
239,4830,2023-08-04,completed
240,3176,2023-08-03,completed
241,1835,2023-04-17,cancelled
242,2489,2023-08-24,cancelled
243,379,2023-04-05,returned
244,363,2023-06-13,cancelled
245,2687,2023-06-28,cancelled
246,4249,2023-11-01,completed
247,1565,2023-05-12,returned
248,3655,2023-01-06,cancelled
249,3623,2023-04-02,completed
250,1400,2023-11-23,completed
251,821,2023-05-06,returned
252,2788,2023-09-03,completed
253,2608,2023-06-20,completed
254,2929,2023-02-19,completed
255,4300,2023-07-05,completed
256,4232,2023-04-17,completed
257,2158,2023-01-18,completed
258,3012,2023-07-17,completed
259,858,2023-01-30,completed
260,524,2023-04-30,cancelled
261,422,2023-09-10,completed
262,1249,2023-12-30,completed
263,2644,2023-11-27,completed
264,1626,2023-06-05,cancelled
265,933,2023-05-06,cancelled
266,4374,2023-08-22,completed
267,307,2023-08-15,cancelled
268,3690,2023-08-28,cancelled
269,4406,2023-01-21,completed
270,1902,2023-09-06,completed
271,2188,2023-05-19,cancelled
272,4198,2023-04-24,completed
273,3376,2023-07-03,completed
274,203,2023-12-22,completed
275,3468,2023-10-09,cancelled
276,2443,2023-11-13,completed
277,544,2023-06-17,completed
278,1104,2023-08-27,returned
279,3931,2023-03-26,cancelled
280,4146,2023-09-15,completed
281,976,2023-05-18,cancelled
282,2999,2023-06-25,completed
283,4927,2023-12-20,completed
284,3598,2023-04-01,completed
285,4171,2023-06-02,completed
286,310,2023-02-23,completed
287,2716,2023-08-06,returned
288,2493,2023-09-07,completed
289,1858,2023-03-30,completed
290,2459,2023-02-05,cancelled
291,3055,2023-01-27,returned
292,2084,2023-07-28,completed
293,4777,2023-06-18,cancelled
294,197,2023-07-01,completed
295,2457,2023-04-24,cancelled
296,3858,2023-10-03,completed
297,3185,2023-03-10,completed
298,2830,2023-10-16,returned
299,4463,2023-04-21,completed
300,3990,2023-04-14,completed
301,3480,2023-01-25,cancelled
302,25,2023-05-11,completed
303,1324,2023-12-15,completed
304,631,2023-07-19,completed
305,3314,2023-08-08,completed
306,2349,2023-12-13,completed
307,1868,2023-11-02,completed
308,2241,2023-09-17,cancelled
309,3168,2023-09-29,completed
310,4840,2023-04-10,completed
311,3989,2023-11-11,cancelled
312,2358,2023-01-11,completed
313,4846,2023-11-11,completed
314,4392,2023-06-07,completed
315,1978,2023-03-20,completed
316,1242,2023-06-14,returned
317,243,2023-08-12,cancelled
318,1534,2023-02-15,completed
319,3405,2023-05-27,cancelled
320,3766,2023-02-17,cancelled
321,3404,2023-06-10,cancelled
322,639,2023-01-01,completed
323,2568,2023-10-17,cancelled
324,1971,2023-04-18,completed
325,263,2023-02-22,completed
326,1095,2023-09-22,completed
327,2201,2023-08-27,completed
328,593,2023-12-16,completed
329,3586,2023-06-14,completed
330,3449,2023-07-09,returned
331,133,2023-02-06,cancelled
332,3706,2023-08-27,completed
333,2683,2023-02-28,completed
334,2262,2023-11-13,cancelled
335,986,2023-04-17,completed
336,221,2023-08-28,completed
337,1731,2023-04-06,returned
338,514,2023-06-27,completed
339,3240,2023-12-19,returned
340,3558,2023-12-09,completed
341,1148,2023-12-04,cancelled
342,431,2023-02-12,cancelled
343,2018,2023-07-10,completed
344,3110,2023-03-26,completed
345,4650,2023-08-16,returned
346,3125,2023-12-14,returned
347,2917,2023-08-15,completed
348,1497,2023-07-08,cancelled
349,3078,2023-11-27,completed
350,760,2023-04-26,completed
351,216,2023-03-26,returned
352,21,2023-03-11,returned
353,2813,2023-01-25,completed
354,2221,2023-10-30,completed
355,2096,2023-12-06,cancelled
356,3942,2023-02-24,completed
357,4370,2023-12-20,completed
358,4692,2023-01-01,completed
359,3841,2023-10-21,completed
360,1913,2023-01-26,completed
361,2959,2023-04-18,cancelled
362,686,2023-05-26,cancelled
363,2396,2023-08-14,completed
364,1220,2023-05-19,completed
365,938,2023-04-12,cancelled
366,4309,2023-07-20,cancelled
367,4831,2023-11-16,returned
368,1751,2023-01-25,completed
369,67,2023-04-23,completed
370,4778,2023-05-06,completed
371,1998,2023-06-21,cancelled
372,3568,2023-06-15,completed
373,4210,2023-03-17,completed
374,4329,2023-11-09,returned
375,4113,2023-01-21,completed
376,819,2023-10-08,cancelled
377,1993,2023-02-03,completed
378,1689,2023-08-15,completed
379,2659,2023-02-05,completed
380,2050,2023-03-30,cancelled
381,3944,2023-07-27,cancelled
382,1400,2023-09-03,completed
383,122,2023-07-08,completed
384,4496,2023-06-27,completed
385,372,2023-08-27,cancelled
386,4297,2023-05-05,cancelled
387,2468,2023-02-20,returned
388,3721,2023-11-22,completed
389,3331,2023-09-07,completed
390,1170,2023-12-02,cancelled
391,4737,2023-09-12,completed
392,2003,2023-12-26,completed
393,3050,2023-04-13,completed
394,1608,2023-01-05,cancelled
395,273,2023-01-21,completed
396,1600,2023-01-22,completed
397,4115,2023-06-17,returned
398,2746,2023-12-20,completed
399,2675,2023-12-22,completed
400,1378,2023-04-22,completed
401,786,2023-04-23,completed
402,224,2023-06-06,cancelled
403,3936,2023-01-15,completed
404,2581,2023-01-30,completed
405,2620,2023-10-14,completed
406,157,2023-02-07,cancelled
407,3477,2023-12-13,completed
408,1686,2023-11-26,completed
409,1055,2023-02-22,completed
410,2277,2023-01-15,completed
411,2618,2023-04-01,completed
412,1509,2023-09-16,completed
413,387,2023-05-25,cancelled
414,1146,2023-09-12,completed
415,784,2023-09-15,completed
416,619,2023-02-14,completed
417,2098,2023-07-27,completed
418,1713,2023-03-28,completed
419,1577,2023-03-30,completed
420,2979,2023-03-12,cancelled
421,957,2023-11-06,completed
422,1297,2023-04-05,completed
423,2749,2023-11-20,cancelled
424,2321,2023-05-10,completed
425,1775,2023-04-29,completed
426,4101,2023-06-05,completed
427,2441,2023-08-25,cancelled
428,3508,2023-11-04,completed
429,1420,2023-04-13,cancelled
430,3518,2023-03-17,completed
431,1425,2023-10-17,completed
432,4779,2023-05-19,completed
433,3583,2023-10-19,cancelled
434,3880,2023-08-31,completed
435,2267,2023-09-15,returned
436,1453,2023-08-30,cancelled
437,1901,2023-05-19,cancelled
438,755,2023-05-10,completed
439,3143,2023-06-07,returned
440,2724,2023-08-07,completed
441,2192,2023-07-09,cancelled
442,1292,2023-05-24,completed
443,4186,2023-01-24,cancelled
444,3412,2023-04-27,completed
445,2184,2023-07-03,returned
446,1796,2023-04-07,cancelled
447,4765,2023-09-29,returned
448,1305,2023-04-23,cancelled
449,2219,2023-12-25,cancelled
450,3558,2023-10-07,returned
451,1912,2023-05-12,completed
452,4598,2023-08-14,cancelled
453,1043,2023-10-23,returned
454,2047,2023-03-01,completed
455,1660,2023-12-07,cancelled
456,4046,2023-12-25,completed
457,2440,2023-02-10,returned
458,3890,2023-02-01,completed
459,3750,2023-12-02,cancelled
460,1610,2023-10-17,completed
461,2655,2023-04-16,completed
462,2348,2023-06-09,returned
463,4098,2023-10-18,cancelled
464,2019,2023-09-17,completed
465,3383,2023-11-01,completed
466,3222,2023-10-11,completed
467,2426,2023-08-08,cancelled
468,4836,2023-09-06,completed
469,4985,2023-10-20,completed
470,3402,2023-02-07,returned
471,1840,2023-09-19,completed
472,832,2023-06-02,completed
473,3784,2023-02-04,completed
474,2006,2023-01-09,cancelled
475,1706,2023-07-04,completed
476,3110,2023-01-23,cancelled
477,1361,2023-10-28,completed
478,782,2023-04-17,cancelled
479,3949,2023-08-04,completed
480,4555,2023-12-15,completed
481,3168,2023-10-12,completed
482,4701,2023-03-22,completed
483,1080,2023-02-17,completed
484,3263,2023-11-01,completed
485,4851,2023-10-26,completed
486,3622,2023-06-04,completed
487,2649,2023-09-07,completed
488,1181,2023-10-18,completed
489,3184,2023-11-24,completed
490,2822,2023-10-19,cancelled
491,1681,2023-12-23,completed
492,4898,2023-02-12,cancelled
493,1137,2023-10-18,completed
494,93,2023-03-25,cancelled
495,4692,2023-04-12,completed
496,900,2023-03-12,cancelled
497,3140,2023-10-07,completed
498,4647,2023-06-28,completed
499,3359,2023-06-25,completed
500,3373,2023-09-22,completed
501,1790,2023-05-08,completed
502,4916,2023-02-13,completed
503,860,2023-06-01,completed
504,1392,2023-05-16,completed
505,931,2023-06-05,completed
506,4651,2023-08-22,completed
507,4794,2023-01-14,completed
508,1595,2023-03-29,completed
509,2230,2023-04-16,completed
510,3902,2023-12-23,cancelled
511,3949,2023-09-13,completed
512,2242,2023-07-27,completed
513,2306,2023-01-18,completed
514,726,2023-10-10,completed
515,583,2023-12-02,cancelled
516,4044,2023-08-22,completed
517,309,2023-01-29,completed
518,4460,2023-02-05,completed
519,3281,2023-01-05,completed
520,4738,2023-09-12,completed
521,205,2023-01-19,completed
522,1324,2023-12-14,completed
523,1234,2023-07-25,cancelled
524,3417,2023-12-26,completed
525,3312,2023-12-22,completed
526,593,2023-12-07,completed
527,2019,2023-04-24,completed
528,1000,2023-11-25,completed
529,2113,2023-07-14,returned
530,2477,2023-08-03,completed
531,1278,2023-01-24,completed
532,2616,2023-03-18,completed
533,3486,2023-01-24,cancelled
534,4633,2023-09-18,completed
535,3979,2023-11-22,completed
536,1683,2023-12-24,cancelled
537,482,2023-02-01,returned
538,3937,2023-02-08,completed
539,4060,2023-02-15,completed
540,1108,2023-10-31,completed
541,4776,2023-09-22,completed
542,133,2023-02-22,completed
543,3801,2023-09-17,completed
544,1324,2023-12-29,completed
545,2371,2023-02-05,completed
546,1086,2023-11-23,cancelled
547,2451,2023-05-04,completed
548,3970,2023-12-29,completed
549,4978,2023-03-24,cancelled
550,3903,2023-11-26,returned
551,4022,2023-05-28,completed
552,3512,2023-03-14,completed
553,1957,2023-08-04,completed
554,308,2023-12-23,cancelled
555,2472,2023-08-27,completed
556,3105,2023-02-17,completed
557,1388,2023-04-07,completed
558,975,2023-05-16,completed
559,393,2023-01-30,completed
560,676,2023-12-24,returned
561,1785,2023-05-09,completed
562,3367,2023-08-20,cancelled
563,1520,2023-05-31,completed
564,3331,2023-08-01,completed
565,2822,2023-05-11,completed
566,2648,2023-03-10,cancelled
567,2555,2023-12-13,completed
568,17,2023-02-23,returned
569,2319,2023-07-08,completed
570,3822,2023-08-15,completed
571,4265,2023-07-24,returned
572,3490,2023-06-01,completed
573,4151,2023-08-10,completed
574,479,2023-01-12,returned
575,869,2023-08-18,returned
576,3545,2023-06-25,returned
577,3293,2023-03-22,returned
578,2983,2023-10-30,completed
579,1194,2023-11-27,completed
580,3673,2023-09-05,completed
581,3733,2023-03-02,cancelled
582,3312,2023-02-21,returned
583,3319,2023-05-23,completed
584,2122,2023-05-29,completed
585,3903,2023-01-09,completed
586,680,2023-04-25,completed
587,912,2023-11-22,completed
588,42,2023-11-14,cancelled
589,4172,2023-09-09,cancelled
590,1475,2023-04-12,completed
591,4194,2023-06-22,completed
592,43,2023-01-02,cancelled
593,3352,2023-07-30,completed
594,2228,2023-11-09,completed
595,3981,2023-02-22,completed
596,64,2023-07-03,cancelled
597,1381,2023-03-16,completed
598,998,2023-05-17,completed
599,1147,2023-03-31,completed
600,4524,2023-02-27,completed
601,1434,2023-08-04,completed
602,2326,2023-01-06,completed
603,3859,2023-05-07,completed
604,4310,2023-03-16,returned
605,4965,2023-08-18,completed
606,262,2023-01-01,completed
607,756,2023-01-16,completed
608,3706,2023-08-24,completed
609,1870,2023-05-25,completed
610,946,2023-12-30,completed
611,2843,2023-09-17,completed
612,2576,2023-03-17,returned
613,3630,2023-12-27,completed
614,1350,2023-10-25,completed
615,63,2023-11-04,cancelled
616,2370,2023-02-15,returned
617,4009,2023-08-05,completed
618,4906,2023-10-22,cancelled
619,4295,2023-04-04,completed
620,1046,2023-12-26,completed
621,597,2023-01-10,completed
622,839,2023-08-30,completed
623,2699,2023-04-05,completed
624,633,2023-08-27,returned
625,1035,2023-11-02,completed
626,2152,2023-04-22,cancelled
627,4553,2023-06-09,cancelled
628,2358,2023-10-12,completed
629,4511,2023-01-15,completed
630,697,2023-09-07,completed
631,185,2023-05-30,completed
632,2821,2023-07-13,completed
633,1863,2023-06-30,completed
634,1196,2023-02-07,completed
635,3643,2023-04-08,completed
636,3298,2023-08-20,completed
637,2613,2023-11-13,returned
638,4527,2023-05-06,returned
639,4039,2023-11-01,returned
640,4853,2023-08-11,completed
641,171,2023-07-31,completed
642,1529,2023-08-12,completed
643,3434,2023-08-23,cancelled
644,4641,2023-09-05,completed
645,2442,2023-05-20,completed
646,4259,2023-08-25,cancelled
647,122,2023-05-27,completed
648,398,2023-05-31,returned
649,3444,2023-06-28,completed
650,1914,2023-06-25,completed
651,3042,2023-06-22,completed
652,680,2023-06-04,returned
653,1179,2023-06-22,cancelled
654,764,2023-12-26,completed
655,3427,2023-09-15,completed
656,2449,2023-08-17,completed
657,1147,2023-05-19,completed
658,168,2023-07-18,completed
659,1593,2023-07-05,cancelled
660,1317,2023-09-06,cancelled
661,2423,2023-04-15,completed
662,3767,2023-10-28,cancelled
663,1478,2023-05-06,completed
664,4355,2023-04-20,completed
665,1970,2023-10-16,completed
666,2053,2023-03-09,completed
667,2470,2023-07-18,completed
668,262,2023-04-17,completed
669,3723,2023-10-03,completed
670,2522,2023-02-12,returned
671,2802,2023-04-06,cancelled
672,4919,2023-02-11,returned
673,4380,2023-05-12,returned
674,3757,2023-04-20,completed
675,3148,2023-03-09,cancelled
676,4613,2023-11-11,cancelled
677,123,2023-03-04,completed
678,1348,2023-05-24,cancelled
679,504,2023-04-03,completed
680,1816,2023-09-13,completed
681,2769,2023-09-20,completed
682,2940,2023-03-12,completed
683,677,2023-05-06,completed
684,4304,2023-05-31,completed
685,378,2023-04-19,completed
686,1146,2023-08-23,cancelled
687,3214,2023-03-13,completed
688,3626,2023-03-03,completed
689,3977,2023-04-25,completed
690,4918,2023-02-23,completed
691,217,2023-04-28,completed
692,3337,2023-06-30,completed
693,977,2023-05-20,completed
694,4837,2023-03-10,cancelled
695,3134,2023-08-23,completed
696,3890,2023-11-30,completed
697,3246,2023-03-27,completed
698,2908,2023-10-19,completed
699,1765,2023-02-17,completed
700,4804,2023-03-02,completed
701,2475,2023-07-26,returned
702,63,2023-03-13,completed
703,370,2023-06-12,completed
704,4793,2023-01-19,completed
705,4723,2023-04-03,completed
706,1734,2023-05-26,completed
707,4010,2023-08-23,cancelled
708,695,2023-08-23,completed
709,17,2023-01-23,completed
710,1506,2023-10-03,returned
711,3525,2023-02-08,cancelled
712,1198,2023-03-13,returned
713,3085,2023-10-05,completed
714,4033,2023-01-25,returned
715,2900,2023-08-21,completed
716,21,2023-10-10,cancelled
717,4747,2023-08-30,completed
718,1859,2023-01-01,completed
719,2820,2023-10-10,completed
720,1120,2023-10-16,completed
721,679,2023-05-30,cancelled
722,3814,2023-12-22,completed
723,2334,2023-05-09,cancelled
724,2373,2023-06-21,completed
725,2008,2023-06-22,completed
726,969,2023-08-27,completed
727,2890,2023-03-18,completed
728,658,2023-09-18,cancelled
729,4088,2023-06-16,cancelled
730,3507,2023-05-13,completed
731,2823,2023-03-10,cancelled
732,3425,2023-01-26,completed
733,218,2023-11-01,completed
734,4537,2023-02-03,returned
735,3906,2023-08-01,completed
736,3333,2023-09-15,completed
737,491,2023-03-02,completed
738,2015,2023-01-27,completed
739,3202,2023-07-05,cancelled
740,197,2023-05-31,cancelled
741,3503,2023-03-21,returned
742,2016,2023-02-22,completed
743,1626,2023-09-23,cancelled
744,1009,2023-07-29,returned
745,4799,2023-03-02,completed
746,1131,2023-05-28,completed
747,4200,2023-05-23,cancelled
748,1808,2023-12-21,cancelled
749,687,2023-02-02,completed
750,1248,2023-08-24,completed
751,1578,2023-01-09,completed
752,237,2023-10-17,completed
753,3716,2023-11-19,returned
754,2013,2023-08-10,completed
755,1994,2023-10-01,completed
756,1698,2023-02-25,completed
757,3583,2023-05-14,cancelled
758,3113,2023-08-26,completed
759,1039,2023-07-05,completed
760,847,2023-07-10,completed
761,4071,2023-06-10,returned
762,4671,2023-01-28,returned
763,1723,2023-12-24,completed
764,338,2023-02-06,completed
765,2252,2023-09-17,completed
766,3178,2023-11-09,returned
767,1341,2023-09-29,cancelled
768,3219,2023-04-24,completed
769,3532,2023-06-22,completed
770,3022,2023-01-25,completed
771,3997,2023-03-13,completed
772,2589,2023-05-15,completed
773,2040,2023-07-09,returned
774,3214,2023-05-02,cancelled
775,3845,2023-06-09,completed
776,4334,2023-06-21,completed
777,4823,2023-06-15,completed
778,1350,2023-04-19,completed
779,3012,2023-11-19,completed
780,178,2023-04-30,cancelled
781,1132,2023-05-03,completed
782,3386,2023-08-13,completed
783,4649,2023-06-12,returned
784,3139,2023-07-27,returned
785,900,2023-02-25,completed
786,3455,2023-10-25,completed
787,3665,2023-12-07,cancelled
788,4033,2023-03-11,completed
789,2618,2023-09-30,completed
790,3612,2023-08-15,completed
791,2109,2023-09-23,completed
792,1135,2023-01-29,completed
793,4715,2023-02-12,completed
794,3581,2023-12-04,returned
795,36,2023-03-14,completed
796,1605,2023-04-24,cancelled
797,3781,2023-08-02,completed
798,2351,2023-12-20,returned
799,4037,2023-10-08,cancelled
800,1122,2023-05-26,completed
801,4258,2023-04-24,completed
802,3760,2023-01-10,completed
803,1886,2023-09-10,completed
804,767,2023-04-24,cancelled
805,4551,2023-09-22,completed
806,1991,2023-03-16,cancelled
807,1279,2023-09-27,completed
808,4649,2023-09-29,completed
809,2595,2023-01-25,cancelled
810,4000,2023-06-05,cancelled
811,97,2023-06-03,completed
812,3335,2023-09-02,completed
813,1152,2023-11-26,cancelled
814,1643,2023-01-02,completed
815,552,2023-02-23,completed
816,222,2023-11-16,completed
817,4244,2023-04-24,completed
818,1037,2023-05-31,completed
819,4450,2023-03-21,completed
820,1741,2023-06-14,cancelled
821,4721,2023-05-28,completed
822,4174,2023-03-06,cancelled
823,4086,2023-10-09,completed
824,1695,2023-05-29,completed
825,2749,2023-09-06,completed
826,4970,2023-12-23,completed
827,3563,2023-12-07,completed
828,197,2023-08-07,returned
829,3435,2023-04-19,completed
830,932,2023-12-03,completed
831,1193,2023-04-12,returned
832,767,2023-12-19,completed
833,3066,2023-01-20,completed
834,635,2023-02-12,returned
835,2391,2023-06-02,completed
836,3893,2023-05-14,completed
837,4431,2023-12-07,completed
838,1776,2023-07-23,completed
839,2342,2023-04-10,completed
840,502,2023-04-20,completed
841,2228,2023-04-04,completed
842,2856,2023-06-07,cancelled
843,4170,2023-05-13,completed
844,1750,2023-11-20,returned
845,1565,2023-07-22,completed
846,2249,2023-07-20,completed
847,3911,2023-05-01,cancelled
848,2620,2023-05-17,completed
849,1615,2023-01-17,completed
850,845,2023-12-25,cancelled
851,4230,2023-12-28,returned
852,3125,2023-04-20,cancelled
853,902,2023-07-09,cancelled
854,4497,2023-04-12,completed
855,748,2023-12-27,completed
856,1268,2023-12-12,cancelled
857,842,2023-06-07,completed
858,3963,2023-09-30,completed
859,3572,2023-02-06,completed
860,2997,2023-07-20,cancelled
861,3476,2023-11-07,cancelled
862,925,2023-02-03,cancelled
863,3158,2023-06-20,returned
864,4745,2023-10-13,completed
865,1632,2023-03-04,cancelled
866,538,2023-07-05,completed
867,2629,2023-12-02,completed
868,2727,2023-07-28,completed
869,3072,2023-03-15,completed
870,2921,2023-09-07,completed
871,4818,2023-05-16,cancelled
872,2681,2023-06-20,completed
873,4469,2023-05-24,completed
874,2988,2023-04-03,completed
875,4740,2023-09-12,completed
876,2313,2023-03-03,cancelled
877,3279,2023-09-14,completed
878,773,2023-07-01,cancelled
879,2746,2023-08-06,completed
880,546,2023-09-22,returned
881,4419,2023-11-13,completed
882,3485,2023-06-16,cancelled
883,4955,2023-12-04,completed
884,36,2023-11-13,completed
885,53,2023-02-28,returned
886,1676,2023-03-03,cancelled
887,1465,2023-07-06,cancelled
888,3523,2023-08-19,completed
889,2090,2023-05-03,completed
890,3040,2023-11-11,completed
891,1349,2023-05-05,completed
892,4243,2023-05-24,completed
893,3494,2023-02-11,completed
894,37,2023-11-09,cancelled
895,1561,2023-12-22,completed
896,4385,2023-12-22,cancelled
897,1025,2023-12-11,completed
898,3742,2023-10-25,completed
899,4552,2023-12-02,completed
900,3964,2023-11-05,cancelled
901,3844,2023-06-27,completed
902,991,2023-12-08,completed
903,1149,2023-05-04,completed
904,3939,2023-09-11,cancelled
905,1626,2023-01-01,completed
906,71,2023-06-21,completed
907,1200,2023-01-29,completed
908,1160,2023-10-06,completed
909,1154,2023-03-17,completed
910,2378,2023-07-09,completed
911,425,2023-05-16,cancelled
912,3663,2023-07-02,completed
913,3500,2023-12-29,completed
914,4749,2023-08-15,cancelled
915,888,2023-05-27,returned
