item_id,order_id,product_id,quantity,unit_price
294,28637,72,1,152.26
295,28637,49,3,414.4
296,14025,109,5,398.42
297,14025,74,3,427.19
298,36721,148,5,245.65
299,36784,45,3,70.81
300,36784,171,2,160.87
301,36784,59,5,68.76
302,13799,85,5,326.27
303,13799,185,4,467.12
304,13799,117,2,79.06
305,39503,29,4,96.01
306,39503,77,1,237.69
307,39503,46,3,180.66
308,39503,77,1,237.69
309,32852,167,4,299.65
310,32852,187,3,111.33
311,35510,59,4,68.76
312,35510,4,2,0.0
313,35510,152,4,26.79
314,35510,76,4,406.71
315,35510,65,2,259.81
316,3191,40,5,300.35
317,3191,27,4,166.49
318,3191,165,2,463.24
319,28303,188,2,121.35
320,28303,43,2,128.71
321,28303,77,1,237.69
322,32295,157,2,172.79
323,32295,194,1,86.15
324,32295,124,3,362.58
325,8974,126,1,135.51
326,8974,88,2,207.2
327,3809,7,3,0.0
328,3809,131,5,50.86
329,3809,135,4,124.28
330,3809,82,3,466.58
331,12611,103,2,161.03
332,12611,45,2,70.81
333,12611,180,5,189.84
334,12611,153,5,136.66
335,12611,155,5,298.22
336,32058,52,3,80.37
337,32058,159,2,429.45
338,32058,97,2,300.82
339,32058,123,2,347.56
340,32058,132,5,50.48
341,12913,95,5,35.74
342,12913,27,5,166.49
343,32704,112,2,128.19
344,32704,197,3,499.15
345,32704,94,1,102.24
346,32704,100,4,424.08
347,32704,73,2,420.84
348,10066,177,5,342.04
349,10066,199,1,382.73
350,28680,102,5,376.15
351,28680,62,5,492.71
352,28680,175,3,12.94
353,28680,69,2,52.34
354,27895,184,1,31.94
355,27895,39,1,85.34
356,27895,86,5,70.2
357,27895,102,4,376.15
358,41176,183,2,110.83
359,36651,109,3,398.42
360,36651,5,5,0.0
361,36651,117,2,79.06
362,41091,54,1,485.23
363,41091,131,1,50.86
364,41091,172,4,484.91
365,21876,27,1,166.49
366,21876,102,5,376.15
367,21876,91,3,64.66
368,4689,10,2,0.0
369,4689,166,2,280.93
370,4689,111,3,133.98
371,23799,62,3,492.71
372,29672,162,5,467.55
373,42326,52,2,80.37
374,35997,16,3,318.84
375,35997,115,5,162.87
376,35997,79,1,372.43
377,35997,138,4,340.67
378,15749,7,4,0.0
379,28157,100,5,424.08
380,28157,34,2,123.85
381,28157,177,4,342.04
382,28157,60,2,483.42
383,6306,136,1,329.82
384,6306,148,5,245.65
385,6306,9,3,0.0
386,20935,78,2,220.22
387,20935,170,3,78.96
388,20935,130,5,489.63
389,5348,37,1,322.75
390,5348,158,1,286.37
391,5348,184,1,31.94
392,44799,136,3,329.82
393,44799,47,1,378.18
394,21432,136,3,329.82
395,21432,121,4,272.54
396,21432,85,5,326.27
397,28526,8,4,0.0
398,28526,118,3,296.34
399,28526,13,4,372.54
400,28526,4,4,0.0
401,28526,155,2,298.22
402,16961,158,4,286.37
403,16961,81,3,95.41
404,16961,138,3,340.67
405,16192,10,5,0.0
406,16192,26,3,277.38
407,12016,35,1,497.16
408,12016,94,2,102.24
409,12016,25,1,204.05
410,38825,184,1,31.94
411,38825,145,2,353.05
412,38825,90,4,158.26
413,30233,26,5,277.38
414,20154,172,3,484.91
415,20154,36,4,138.32
416,542,184,5,31.94
417,542,87,5,126.77
418,42001,78,2,220.22
419,42001,110,1,274.58
420,42001,13,4,372.54
421,1888,107,1,176.82
422,1888,167,3,299.65
423,17330,114,2,146.1
424,17330,150,3,464.42
425,17330,28,3,77.92
426,33678,15,5,60.26
427,33678,180,4,189.84
428,18284,155,3,298.22
429,18284,120,5,343.82
430,18284,114,1,146.1
431,18284,52,1,80.37
432,18284,32,5,89.89
433,36267,41,5,231.97
434,23724,75,1,112.77
435,23724,84,2,66.93
436,23724,165,3,463.24
437,23724,117,2,79.06
438,30157,98,5,244.72
439,30157,88,3,207.2
440,30157,81,5,95.41
441,28830,85,1,326.27
442,28830,9,1,0.0
443,28830,32,2,89.89
444,28830,93,3,52.98
445,28830,41,3,231.97
446,35616,195,5,124.74
447,35616,181,5,108.55
448,35616,44,1,459.55
449,26464,44,1,459.55
450,26464,43,3,128.71
451,8015,54,4,485.23
452,16034,130,3,489.63
453,16034,159,1,429.45
454,16034,144,2,70.47
455,16034,24,1,322.11
456,7729,137,2,77.64
457,7729,119,1,259.3
458,7729,35,4,497.16
459,7729,66,4,97.71
460,7729,116,2,492.43
461,31648,86,3,70.2
462,31648,135,4,124.28
463,31648,112,5,128.19
464,31648,67,3,65.1
465,202,124,5,362.58
466,12615,113,5,325.07
467,12615,194,2,86.15
468,44165,193,2,428.49
469,44165,168,1,145.28
470,44165,22,3,317.25
471,44165,27,2,166.49
472,36653,193,2,428.49
473,36653,3,2,0.0
474,251,22,3,317.25
475,17278,113,4,325.07
476,21762,23,1,20.39
477,2539,58,5,96.34
478,2539,167,5,299.65
479,20049,64,4,163.71
480,39533,181,4,108.55
481,39533,7,2,0.0
482,34748,114,5,146.1
483,34748,166,4,280.93
484,34748,107,5,176.82
485,30641,146,2,119.88
486,30641,93,4,52.98
487,30641,188,5,121.35
488,7056,134,4,172.56
489,25731,179,1,31.71
490,25731,43,1,128.71
491,25731,150,1,464.42
492,3827,64,1,163.71
493,3827,70,1,488.14
494,22803,119,1,259.3
495,22803,85,5,326.27
496,22803,142,2,412.32
497,22803,73,1,420.84
498,42248,185,2,467.12
499,42248,125,5,32.47
500,42248,91,3,64.66
501,42248,50,2,63.83
502,42248,174,4,151.68
503,19932,42,5,455.19
504,19932,52,4,80.37
505,19932,43,4,128.71
506,19932,177,2,342.04
507,32271,105,4,316.79
508,32271,77,4,237.69
509,27161,103,2,161.03
510,42177,181,1,108.55
511,42177,5,4,0.0
512,6081,179,1,31.71
513,6081,157,5,172.79
514,6081,157,1,172.79
515,32708,183,5,110.83
516,32708,157,4,172.79
517,32708,103,2,161.03
518,32708,124,5,362.58
519,32708,66,1,97.71
520,8701,88,4,207.2
521,8701,156,5,75.87
522,35555,40,1,300.35
523,33712,25,2,204.05
524,33712,172,1,484.91
525,28023,50,3,63.83
526,28023,116,1,492.43
527,28023,13,4,372.54
528,28023,61,2,92.58
529,18353,75,5,112.77
530,9647,26,3,277.38
531,42621,78,2,220.22
532,4448,186,1,201.94
533,11654,168,5,145.28
534,11654,99,3,152.64
535,11654,97,5,300.82
536,19945,79,4,372.43
537,19945,2,5,0.0
538,7307,150,4,464.42
539,12144,68,1,264.01
540,12144,125,1,32.47
541,17241,191,3,387.14
542,29397,109,2,398.42
543,29397,46,2,180.66
544,44684,31,2,344.28
545,44684,109,4,398.42
546,44684,153,5,136.66
547,44684,76,4,406.71
548,41035,98,5,244.72
549,41035,109,5,398.42
550,21739,3,4,0.0
551,21739,174,4,151.68
552,21739,178,3,214.46
553,961,76,4,406.71
554,961,88,4,207.2
555,961,80,4,168.11
556,961,174,3,151.68
557,26008,64,5,163.71
558,26008,84,5,66.93
559,26008,181,5,108.55
560,1729,75,5,112.77
561,1729,63,4,457.83
562,1729,156,5,75.87
563,1729,150,3,464.42
564,10689,117,2,79.06
565,10689,118,4,296.34
566,10689,109,4,398.42
567,10689,7,1,0.0
568,12008,4,2,0.0
569,12008,76,5,406.71
570,12008,105,2,316.79
571,5664,114,2,146.1
572,5664,6,3,0.0
573,5664,85,1,326.27
574,8967,116,5,492.43
575,8967,166,2,280.93
576,8967,136,3,329.82
577,8967,52,4,80.37
578,8967,22,5,317.25
579,4491,91,1,64.66
580,4491,177,2,342.04
581,4491,156,2,75.87
582,28273,173,3,158.25
583,28273,146,2,119.88
584,28273,93,1,52.98
585,28273,1,3,0.0
586,20333,50,5,63.83
587,20333,109,5,398.42
588,13622,170,3,78.96
589,13622,45,4,70.81
590,13622,146,3,119.88
591,13622,19,4,451.12
592,13622,192,5,401.64
593,36063,64,1,163.71
594,11749,173,4,158.25
595,11749,45,3,70.81
596,11749,132,1,50.48
597,11749,152,2,26.79
598,11749,63,4,457.83
599,23344,164,1,146.49
600,23344,152,3,26.79
601,23344,74,2,427.19
602,23344,187,2,111.33
603,11541,176,1,254.46
604,11541,158,5,286.37
605,11541,128,2,255.27
606,21654,158,4,286.37
607,21654,58,3,96.34
608,21654,144,2,70.47
609,21654,103,3,161.03
610,21654,200,1,310.57
611,24913,179,4,31.71
612,24913,135,4,124.28
613,24913,57,4,475.9
614,24913,166,4,280.93
615,33793,146,3,119.88
616,33793,13,1,372.54
617,33793,152,2,26.79
618,33793,80,5,168.11
619,33793,66,3,97.71
620,71,61,3,92.58
621,71,190,5,275.73
622,10327,49,4,414.4
623,10327,177,5,342.04
624,10327,45,2,70.81
625,8993,107,1,176.82
626,8993,158,3,286.37
627,13093,185,4,467.12
628,13093,126,2,135.51
629,13093,90,2,158.26
630,13093,59,5,68.76
631,9745,9,3,0.0
632,9745,148,3,245.65
633,26508,177,2,342.04
634,26508,150,2,464.42
635,26508,48,3,390.55
636,41177,69,3,52.34
637,41177,58,4,96.34
638,2372,111,1,133.98
639,2372,188,1,121.35
640,9465,8,4,0.0
641,9465,134,2,172.56
642,9465,48,4,390.55
643,9465,30,2,42.25
644,35986,98,4,244.72
645,35986,40,3,300.35
646,24481,23,5,20.39
647,24481,84,2,66.93
648,42803,174,1,151.68
649,34913,61,2,92.58
650,34913,126,3,135.51
651,34913,194,3,86.15
652,34913,91,2,64.66
653,34913,161,5,70.86
654,10478,71,1,204.21
655,24868,32,1,89.89
656,24868,161,4,70.86
657,24868,67,3,65.1
658,24868,157,4,172.79
659,24868,165,1,463.24
660,10564,67,5,65.1
661,22648,144,3,70.47
662,42304,17,2,175.15
663,42304,137,5,77.64
664,42304,17,4,175.15
665,40890,59,2,68.76
666,40890,92,5,330.04
667,40890,149,2,453.89
668,27797,195,5,124.74
669,27797,74,5,427.19
670,27797,128,2,255.27
671,28135,38,1,45.21
672,28135,170,5,78.96
673,28135,94,5,102.24
674,28135,29,5,96.01
675,28135,26,2,277.38
676,14232,55,1,69.03
677,14232,190,2,275.73
678,14232,152,5,26.79
679,14232,200,2,310.57
680,31628,86,4,70.2
681,24761,155,3,298.22
682,24761,71,4,204.21
683,24761,164,4,146.49
684,17915,192,1,401.64
685,17915,119,2,259.3
686,17915,180,4,189.84
687,17915,88,4,207.2
688,27025,156,2,75.87
689,27025,100,2,424.08
690,27025,128,3,255.27
691,33237,64,2,163.71
692,1641,54,2,485.23
693,1641,94,5,102.24
694,1641,155,1,298.22
695,36359,71,5,204.21
696,36359,80,5,168.11
697,36359,109,2,398.42
698,36359,15,2,60.26
699,36359,123,1,347.56
700,10193,98,3,244.72
701,10193,122,2,306.0
702,10193,170,5,78.96
703,24771,128,4,255.27
704,24771,62,5,492.71
705,5227,133,5,54.63
706,20556,164,3,146.49
707,20556,171,5,160.87
708,20556,88,4,207.2
709,13688,17,1,175.15
710,13688,155,4,298.22
711,13688,175,3,12.94
712,13688,17,4,175.15
713,13688,192,4,401.64
714,33273,160,2,29.52
715,33273,155,3,298.22
716,33273,90,4,158.26
717,33273,18,4,55.96
718,33273,97,3,300.82
719,39979,65,5,259.81
720,39979,90,3,158.26
721,12164,14,3,392.49
722,12164,85,2,326.27
723,12164,188,5,121.35
724,31373,153,5,136.66
725,31373,31,1,344.28
726,31373,158,1,286.37
727,34610,191,1,387.14
728,34610,57,2,475.9
729,34610,158,4,286.37
730,34610,187,1,111.33
731,41028,149,3,453.89
732,41028,22,4,317.25
733,19687,129,4,496.24
734,19687,159,4,429.45
735,41122,188,2,121.35
736,41122,38,2,45.21
737,41122,66,1,97.71
738,29127,134,2,172.56
739,29127,152,3,26.79
740,29127,144,3,70.47
741,32286,187,1,111.33
742,33100,147,1,371.23
743,33100,92,4,330.04
744,2550,32,5,89.89
745,2550,52,1,80.37
746,32731,92,5,330.04
747,1009,59,1,68.76
748,17439,101,4,390.97
749,32430,142,1,412.32
750,32430,90,5,158.26
751,32430,92,1,330.04
752,32430,51,2,128.14
753,11918,197,4,499.15
754,22750,44,4,459.55
755,22750,175,5,12.94
756,15216,146,1,119.88
757,15216,155,3,298.22
758,15216,78,4,220.22
759,42020,61,5,92.58
760,42020,132,1,50.48
761,42020,84,2,66.93
762,42020,144,3,70.47
763,42020,123,4,347.56
764,28246,87,2,126.77
765,28246,79,1,372.43
766,29786,177,5,342.04
767,614,98,5,244.72
768,29175,105,5,316.79
769,29175,56,1,484.06
770,29175,76,4,406.71
771,9577,111,2,133.98
772,9577,195,1,124.74
773,44819,20,1,5.73
774,44819,40,3,300.35
775,40667,122,4,306.0
776,40667,194,4,86.15
777,40667,107,2,176.82
778,40667,149,3,453.89
779,33738,71,4,204.21
780,33738,77,2,237.69
781,14778,100,2,424.08
782,42536,189,5,135.6
783,42536,76,3,406.71
784,42536,169,4,490.27
785,42536,136,2,329.82
786,25378,41,3,231.97
787,25378,19,4,451.12
788,5037,132,4,50.48
789,5037,119,3,259.3
790,7026,134,5,172.56
791,7026,35,2,497.16
792,7026,98,2,244.72
793,7026,149,5,453.89
794,7026,40,2,300.35
795,27963,12,1,479.5
796,27963,127,2,382.23
797,27963,9,2,0.0
798,34959,49,4,414.4
799,34959,188,4,121.35
800,34959,146,3,119.88
801,34959,65,1,259.81
802,17595,44,3,459.55
803,17595,106,3,244.24
804,17595,86,3,70.2
805,17595,31,3,344.28
806,17595,111,4,133.98
807,24080,161,5,70.86
808,24080,86,4,70.2
809,24080,96,1,483.17
810,24080,80,5,168.11
811,29363,186,1,201.94
812,29363,188,5,121.35
813,29363,177,1,342.04
814,29363,189,4,135.6
815,25954,163,1,490.83
816,25954,155,2,298.22
817,9338,30,3,42.25
818,30144,92,5,330.04
819,10059,87,5,126.77
820,10059,49,3,414.4
821,10059,60,1,483.42
822,27967,145,1,353.05
823,12667,93,3,52.98
824,12667,56,2,484.06
825,12667,15,1,60.26
826,17765,65,4,259.81
827,20708,90,1,158.26
828,33415,131,3,50.86
829,33415,43,2,128.71
830,33415,71,4,204.21
831,33415,191,1,387.14
832,33415,164,5,146.49
833,35405,120,3,343.82
834,35405,9,4,0.0
835,35405,193,3,428.49
836,37521,184,2,31.94
837,37165,74,1,427.19
838,37165,8,5,0.0
839,37165,92,1,330.04
840,17686,3,5,0.0
841,17686,48,4,390.55
842,5468,149,2,453.89
843,5468,2,4,0.0
844,5468,161,1,70.86
845,5468,170,5,78.96
846,5468,180,4,189.84
847,34717,185,4,467.12
848,34717,135,4,124.28
849,18892,107,2,176.82
850,18892,25,3,204.05
851,20087,41,3,231.97
852,20087,43,4,128.71
853,20087,80,3,168.11
854,20087,77,3,237.69
855,35894,22,5,317.25
856,35894,53,5,24.03
857,35894,150,3,464.42
858,31363,187,1,111.33
859,31363,90,4,158.26
860,31363,114,5,146.1
861,35358,74,2,427.19
862,35358,144,4,70.47
863,39518,79,3,372.43
864,31103,18,4,55.96
865,31103,9,2,0.0
866,31103,29,1,96.01
867,20529,48,5,390.55
868,20529,28,1,77.92
869,20529,142,5,412.32
870,20529,76,3,406.71
871,20529,55,5,69.03
872,26109,198,2,97.09
873,26109,38,5,45.21
874,26109,137,5,77.64
875,26109,145,2,353.05
876,7949,41,1,231.97
877,7949,74,3,427.19
878,32653,162,3,467.55
879,32653,45,5,70.81
880,32653,18,1,55.96
881,18912,38,3,45.21
882,12509,139,5,357.03
883,12509,82,4,466.58
884,1133,134,5,172.56
885,1133,191,1,387.14
886,1133,70,3,488.14
887,1133,46,2,180.66
888,41936,73,2,420.84
889,41936,135,5,124.28
890,6849,94,4,102.24
891,6849,64,3,163.71
892,12988,73,4,420.84
893,12988,83,5,313.08
894,37863,156,1,75.87
895,43878,80,1,168.11
896,43878,36,2,138.32
897,43878,63,1,457.83
898,43878,25,2,204.05
899,43878,27,2,166.49
900,21084,4,4,0.0
901,21084,168,4,145.28
902,21084,89,2,169.94
903,33292,24,2,322.11
904,21603,78,1,220.22
905,3020,166,4,280.93
906,3020,18,1,55.96
907,35601,39,1,85.34
908,35601,80,4,168.11
909,35601,197,1,499.15
910,35601,57,2,475.9
911,35859,1,3,0.0
912,35859,43,1,128.71
913,35859,177,1,342.04
914,17371,152,5,26.79
915,17371,142,4,412.32
916,1557,162,2,467.55
917,35275,72,5,152.26
918,37272,17,2,175.15
919,37272,200,1,310.57
920,37272,96,1,483.17
921,37272,99,1,152.64
922,34545,8,1,0.0
923,34545,82,2,466.58
924,28659,189,1,135.6
925,15469,26,1,277.38
926,15469,128,3,255.27
927,15469,182,5,285.75
928,30648,195,4,124.74
929,30648,1,3,0.0
930,30648,127,4,382.23
931,11382,82,4,466.58
932,11382,1,1,0.0
933,11382,73,2,420.84
934,11382,7,5,0.0
935,33395,101,1,390.97
936,33395,10,2,0.0
937,13242,167,4,299.65
938,13242,6,3,0.0
939,13242,81,5,95.41
940,13242,115,3,162.87
941,13242,152,5,26.79
942,43752,183,1,110.83
943,43752,130,5,489.63
944,43752,62,1,492.71
945,43752,114,1,146.1
946,5294,24,1,322.11
947,5294,138,3,340.67
948,1210,200,4,310.57
949,22811,69,3,52.34
950,22811,131,4,50.86
951,31454,10,4,0.0
952,37729,36,4,138.32
953,37729,191,5,387.14
954,37729,9,3,0.0
955,37729,162,2,467.55
956,37729,186,1,201.94
957,44689,159,1,429.45
958,44689,57,1,475.9
959,44689,56,4,484.06
960,44689,132,5,50.48
961,44689,38,3,45.21
962,42715,168,2,145.28
963,42715,127,4,382.23
964,42715,109,1,398.42
965,42715,46,5,180.66
966,16575,48,1,390.55
967,38434,185,5,467.12
968,38434,159,4,429.45
969,38434,105,3,316.79
970,4276,134,1,172.56
971,4276,132,1,50.48
972,4276,109,5,398.42
973,4276,37,1,322.75
974,10827,116,4,492.43
975,10827,38,4,45.21
976,10827,135,1,124.28
977,10827,95,1,35.74
978,10827,51,3,128.14
979,25764,146,4,119.88
980,25764,192,5,401.64
981,25764,187,2,111.33
982,25764,65,3,259.81
983,6115,177,5,342.04
984,6115,111,3,133.98
985,6115,183,5,110.83
986,27938,63,1,457.83
987,27938,165,3,463.24
988,31934,97,2,300.82
989,31934,173,4,158.25
990,31934,159,5,429.45
991,31934,172,2,484.91
992,31934,173,4,158.25
993,7371,61,4,92.58
994,7371,46,4,180.66
995,9802,157,2,172.79
996,9802,12,3,479.5
997,14106,12,1,479.5
998,14106,65,2,259.81
999,14106,190,4,275.73
1000,34354,68,2,264.01
1001,5701,167,1,299.65
1002,3938,120,5,343.82
1003,3938,122,2,306.0
1004,3938,61,1,92.58
1005,29948,124,4,362.58
1006,29948,77,2,237.69
1007,26571,84,5,66.93
1008,26571,173,1,158.25
1009,26571,40,5,300.35
1010,42615,49,5,414.4
1011,42615,21,3,240.6
1012,42615,104,5,164.07
1013,42615,160,2,29.52
1014,42615,109,3,398.42
1015,10529,82,5,466.58
1016,10529,179,4,31.71
1017,10529,31,5,344.28
1018,10611,46,4,180.66
1019,35951,168,1,145.28
1020,35951,64,2,163.71
1021,25618,26,5,277.38
1022,25618,145,2,353.05
1023,21445,128,5,255.27
1024,21445,138,2,340.67
1025,14979,186,5,201.94
1026,14979,181,3,108.55
1027,41381,176,1,254.46
1028,40959,37,4,322.75
1029,40959,132,3,50.48
1030,40959,106,3,244.24
1031,9571,6,1,0.0
1032,9571,200,2,310.57
1033,9564,97,2,300.82
1034,9564,129,5,496.24
1035,9564,138,3,340.67
1036,9564,77,5,237.69
1037,9564,177,5,342.04
1038,33524,61,1,92.58
1039,33524,35,5,497.16
1040,16619,159,4,429.45
1041,16619,95,4,35.74
1042,16619,74,1,427.19
1043,16619,131,4,50.86
1044,16619,66,5,97.71
1045,20619,153,3,136.66
1046,20619,82,3,466.58
1047,36151,151,3,201.13
1048,36151,109,5,398.42
1049,36151,127,5,382.23
1050,9801,88,2,207.2
1051,9801,137,1,77.64
1052,2473,151,2,201.13
1053,29309,108,2,485.94
1054,2984,200,2,310.57
1055,26022,153,3,136.66
